test_image,response,resptime,r/g/b, q, expected, category, size (in Bytes)
colorful-flowers,2,1.682523,b,64,True,bunt,1607054
buildings-1,1,1.50605,r,64,True,bunt,1462046
parrot-1,2,2.196479,r,8,True,dominant,1378776
parrot-1,1,0.931953,b,64,False,dominant,1245966
chameleon,4,2.61914,r,16,False,dominant,1602827
chameleon,5,1.446536,g,8,True,dominant,1674493
women-portrait,4,3.398945,r,2,True,dominant,1668639
buildings-1,2,1.404762,g,8,False,bunt,1639884
women-portrait-blue,3,2.439012,b,2,True,dominant,1622899
women-portrait-blue,3,6.989006,b,32,True,dominant,1411735
women-portrait-blue,2,2.193791,g,8,False,dominant,1533223
boy,4,4.864906,g,2,False,ausgeglichen,1986269
landscape-mountains-1,5,1.137435,r,32,False,bunt,1697798
protrait-man,1,1.012746,b,16,False,ausgeglichen,983930
women-portrait-blue,1,0.928886,g,32,False,dominant,1430156
parrot-1,3,2.114556,r,16,True,dominant,1328697
landscape-mountains-1,2,1.236168,r,64,False,bunt,1645847
women-portrait-blue,1,1.27258,g,64,False,dominant,1395146
colorful-flowers,4,1.200156,b,2,True,bunt,1948480
women-portrait,4,2.973797,g,2,False,dominant,1686824
protrait-man,2,0.874202,g,32,False,ausgeglichen,988913
colorful-flowers,2,1.774467,r,32,True,bunt,1737132
protrait-man,3,2.106066,g,2,False,ausgeglichen,1120786
colorful-flowers,2,1.055091,r,64,True,bunt,1687900
parrot-1,2,2.125519,b,8,False,dominant,1376723
landscape-mountains-1,4,16.722612,n,0,False,bunt,3612553
colorful-flowers,4,3.846154,n,0,False,bunt,3615135
protrait-man,4,4.332484,n,0,False,ausgeglichen,3611150
parrot-1,4,1.859966,n,0,False,dominant,3613869
women-portrait-blue,3,2.4897,n,0,False,dominant,3611479
boy,4,3.03322,n,0,False,ausgeglichen,3613333
sunflower,4,1.96791,n,0,False,dominant,3615358
chameleon,4,2.21803,n,0,False,dominant,3612735
buildings-1,4,4.087456,n,0,False,bunt,3614372
women-portrait,4,1.777312,n,0,False,dominant,3612827
buildings-1,2,13.014949,r,2,True,bunt,1730820
protrait-man,3,4.947917,g,8,False,ausgeglichen,1057146
protrait-man,3,10.964376,r,8,False,ausgeglichen,1027811
boy,5,5.86365,b,8,True,ausgeglichen,1846232
boy,2,7.486124,r,64,True,ausgeglichen,1665296
landscape-mountains-1,2,4.270078,g,16,True,bunt,1802081
women-portrait-blue,5,2.995928,r,16,False,dominant,1430798
colorful-flowers,5,3.130116,b,16,True,bunt,1701535
colorful-flowers,4,4.450731,g,16,True,bunt,1806067
buildings-1,3,17.775047,r,8,True,bunt,1613539
parrot-1,5,8.57579,r,2,True,dominant,1476590
boy,5,3.826611,b,16,True,ausgeglichen,1788808
women-portrait-blue,4,6.605009,b,64,True,dominant,1379057
sunflower,5,2.777256,g,2,True,dominant,1799423
women-portrait-blue,3,3.166111,b,32,True,dominant,1411735
sunflower,5,6.145319,b,2,False,dominant,1782336
women-portrait,5,3.542628,r,16,True,dominant,1489510
boy,4,3.94782,g,8,False,ausgeglichen,1885348
parrot-1,3,5.292565,g,16,False,dominant,1361433
colorful-flowers,4,4.943996,b,32,True,bunt,1650075
landscape-mountains-1,1,2.123922,g,32,True,bunt,1743767
landscape-mountains-1,3,4.496424,r,32,False,bunt,1697798
buildings-1,2,11.229624,g,8,False,bunt,1639884
chameleon,5,2.621723,g,2,True,dominant,1780385
protrait-man,3,2.857137,r,16,False,ausgeglichen,995100
colorful-flowers,1,1.846361,r,64,True,bunt,1687900
boy,3,5.502286,b,32,True,ausgeglichen,1724880
parrot-1,1,2.002877,g,32,False,dominant,1316312
protrait-man,3,3.610108,b,8,False,ausgeglichen,1019660
parrot-1,4,13.885869,b,16,False,dominant,1326265
buildings-1,3,7.813389,b,2,True,bunt,1732860
women-portrait,2,3.008097,b,64,False,dominant,1405429
protrait-man,2,2.147315,r,32,False,ausgeglichen,955805
protrait-man,1,7.160409,g,64,False,ausgeglichen,954435
landscape-mountains-1,2,2.254108,b,64,True,bunt,1666004
parrot-1,1,2.215961,r,64,True,dominant,1248183
colorful-flowers,4,5.061469,r,2,True,bunt,1976069
landscape-mountains-1,3,3.796835,r,16,False,bunt,1760551
chameleon,5,4.064251,b,16,False,dominant,1577943
women-portrait-blue,5,1.731283,g,2,False,dominant,1623040
chameleon,5,9.544725,b,8,False,dominant,1636571
women-portrait-blue,1,1.416265,g,32,False,dominant,1430156
buildings-1,2,2.141979,r,16,True,bunt,1554914
women-portrait-blue,5,5.50934,b,16,True,dominant,1470592
parrot-1,4,1.825207,b,32,False,dominant,1279196
women-portrait,3,3.471562,g,16,False,dominant,1536851
landscape-mountains-1,3,4.611404,g,2,True,bunt,1974709
buildings-1,2,3.447057,b,64,True,bunt,1464487
sunflower,5,3.225343,g,16,True,dominant,1630932
women-portrait-blue,5,1.682828,r,2,False,dominant,1596626
women-portrait,4,2.281944,b,8,False,dominant,1566554
chameleon,4,6.924295,r,64,False,dominant,1501954
sunflower,5,3.241352,g,8,True,dominant,1692156
women-portrait,4,5.43166,g,8,False,dominant,1593928
protrait-man,3,2.670188,b,16,False,ausgeglichen,983930
women-portrait,3,13.796963,b,32,False,dominant,1451947
colorful-flowers,4,5.666043,g,2,True,bunt,1979529
buildings-1,1,1.792025,g,64,False,bunt,1504452
chameleon,5,4.378474,b,32,False,dominant,1526202
sunflower,5,5.191259,b,64,False,dominant,1481298
parrot-1,3,8.177532,b,8,False,dominant,1376723
chameleon,3,2.732753,r,32,False,dominant,1549741
chameleon,3,1.032707,g,8,True,dominant,1674493
women-portrait,1,1.133527,g,64,False,dominant,1434450
parrot-1,2,4.168045,r,8,True,dominant,1378776
women-portrait,4,7.06767,b,2,False,dominant,1673259
women-portrait,4,3.540903,r,2,True,dominant,1668639
landscape-mountains-1,2,3.108258,r,64,False,bunt,1645847
buildings-1,2,17.57583,b,16,True,bunt,1568876
chameleon,3,5.49573,g,16,True,dominant,1620124
sunflower,5,4.68294,r,16,True,dominant,1620613
women-portrait,4,4.967905,g,2,False,dominant,1686824
landscape-mountains-1,4,3.409998,b,8,True,bunt,1848711
parrot-1,4,2.253482,b,2,False,dominant,1474967
colorful-flowers,4,3.942259,g,8,True,bunt,1865947
protrait-man,1,1.359301,g,16,False,ausgeglichen,1021255
women-portrait-blue,1,3.131246,r,32,False,dominant,1376305
women-portrait,4,7.116823,r,8,True,dominant,1548721
colorful-flowers,4,3.297165,r,16,True,bunt,1798205
women-portrait,1,1.6242,r,64,True,dominant,1388210
protrait-man,1,0.971615,b,64,False,ausgeglichen,917447
sunflower,2,8.033075,r,64,True,dominant,1521414
protrait-man,4,3.244247,r,2,False,ausgeglichen,1102650
women-portrait-blue,1,1.323081,g,64,False,dominant,1395146
women-portrait,3,8.612644,b,16,False,dominant,1512537
buildings-1,2,4.350282,b,32,True,bunt,1512992
parrot-1,2,21.016972,b,64,False,dominant,1245966
landscape-mountains-1,4,3.044896,r,2,False,bunt,1959463
sunflower,5,5.700512,r,8,True,dominant,1677477
landscape-mountains-1,4,3.40712,b,16,True,bunt,1782109
landscape-mountains-1,4,2.169331,b,32,True,bunt,1719559
sunflower,5,3.095846,b,16,False,dominant,1577758
boy,3,4.043992,r,32,True,ausgeglichen,1724988
chameleon,1,1.538831,g,32,True,dominant,1563034
colorful-flowers,1,1.041617,g,64,True,bunt,1698274
sunflower,1,1.319735,g,32,True,dominant,1575103
boy,2,4.177107,r,16,True,ausgeglichen,1792184
buildings-1,1,1.124458,g,16,False,bunt,1586216
buildings-1,1,1.392415,r,64,True,bunt,1462046
buildings-1,2,1.254415,r,32,True,bunt,1501470
chameleon,1,3.161604,g,64,True,dominant,1517897
women-portrait-blue,4,3.842268,b,8,True,dominant,1517539
colorful-flowers,2,9.549062,b,2,True,bunt,1948480
boy,1,1.736767,b,64,True,ausgeglichen,1667838
colorful-flowers,1,0.993645,g,32,True,bunt,1745745
parrot-1,2,3.272161,r,32,True,dominant,1283118
protrait-man,1,1.305317,r,64,False,ausgeglichen,929575
women-portrait-blue,2,12.263672,b,2,True,dominant,1622899
protrait-man,1,8.089793,g,32,False,ausgeglichen,988913
protrait-man,2,0.015557,b,32,False,ausgeglichen,947520
buildings-1,2,3.210508,g,2,False,bunt,1742597
sunflower,4,3.355386,r,32,True,dominant,1563355
women-portrait-blue,5,2.857733,r,8,False,dominant,1481163
colorful-flowers,4,4.230952,r,8,True,bunt,1858237
landscape-mountains-1,1,1.234347,g,64,True,bunt,1693941
women-portrait,1,0.895357,g,32,False,dominant,1478226
parrot-1,2,1.349764,g,8,False,dominant,1409332
boy,4,4.264261,g,2,False,ausgeglichen,1986269
sunflower,5,1.313505,r,2,True,dominant,1794731
parrot-1,3,3.40814,g,2,False,dominant,1487599
women-portrait-blue,2,1.420113,g,16,False,dominant,1494707
sunflower,1,1.003917,g,64,True,dominant,1524907
colorful-flowers,2,2.519523,b,64,True,bunt,1607054
landscape-mountains-1,2,1.858599,r,8,False,bunt,1825728
boy,1,1.013552,g,32,False,ausgeglichen,1755699
boy,2,1.022282,g,16,False,ausgeglichen,1826677
boy,1,1.164239,g,64,False,ausgeglichen,1697505
boy,4,2.693761,r,8,True,ausgeglichen,1854167
buildings-1,1,2.34206,g,32,False,bunt,1540870
women-portrait,1,2.032587,r,32,True,dominant,1432515
sunflower,4,2.052836,b,8,False,dominant,1642842
chameleon,3,6.165776,r,16,False,dominant,1602827
protrait-man,3,2.026981,b,2,False,ausgeglichen,1098420
landscape-mountains-1,2,1.856478,g,8,True,bunt,1867469
chameleon,2,5.334803,b,2,False,dominant,1770933
parrot-1,3,1.683667,r,16,True,dominant,1328697
buildings-1,3,5.208229,b,8,True,bunt,1620062
chameleon,3,19.858315,r,8,False,dominant,1656610
women-portrait-blue,4,10.71443,g,8,False,dominant,1533223
chameleon,4,4.926727,r,2,False,dominant,1774469
chameleon,5,2.848062,b,64,False,dominant,1484135
boy,5,4.201285,b,2,True,ausgeglichen,1967649
sunflower,5,2.66091,b,32,False,dominant,1519261
colorful-flowers,5,2.068389,b,8,True,bunt,1773313
parrot-1,1,2.353511,g,64,False,dominant,1286005
colorful-flowers,2,2.054723,r,32,True,bunt,1737132
women-portrait-blue,2,2.153632,r,64,False,dominant,1334286
landscape-mountains-1,4,4.129206,b,2,True,bunt,1966749
boy,5,1.623643,r,2,True,ausgeglichen,1970444
protrait-man,3,1.631663,g,2,False,ausgeglichen,1120786
protrait-man,4,19.438501,n,0,False,ausgeglichen,3611150
colorful-flowers,4,4.908927,n,0,False,bunt,3615135
women-portrait-blue,4,5.652773,n,0,False,dominant,3611479
chameleon,5,5.193369,n,0,False,dominant,3612735
buildings-1,3,6.333219,n,0,False,bunt,3614372
sunflower,5,5.187546,n,0,False,dominant,3615358
women-portrait,4,2.182128,n,0,False,dominant,3612827
landscape-mountains-1,4,2.910501,n,0,False,bunt,3612553
boy,5,4.221834,n,0,False,ausgeglichen,3613333
parrot-1,5,2.086497,n,0,False,dominant,3613869
sunflower,4,6.591253,n,0,False,dominant,3615358
landscape-mountains-1,5,2.954028,n,0,False,bunt,3612553
protrait-man,3,2.712603,n,0,False,ausgeglichen,3611150
boy,4,1.926509,n,0,False,ausgeglichen,3613333
parrot-1,4,2.169328,n,0,False,dominant,3613869
colorful-flowers,5,1.957517,n,0,False,bunt,3615135
chameleon,5,1.181499,n,0,False,dominant,3612735
women-portrait-blue,5,1.67857,n,0,False,dominant,3611479
women-portrait,5,1.098211,n,0,False,dominant,3612827
buildings-1,4,2.823907,n,0,False,bunt,3614372
buildings-1,3,33.613443,b,64,True,bunt,1464487
sunflower,4,3.194922,r,8,True,dominant,1677477
chameleon,4,2.445128,b,64,False,dominant,1484135
chameleon,4,4.005369,g,2,True,dominant,1780385
buildings-1,3,4.779092,r,8,True,bunt,1613539
parrot-1,4,12.497765,g,16,False,dominant,1361433
protrait-man,4,3.212449,b,16,False,ausgeglichen,983930
women-portrait-blue,5,1.617058,b,32,True,dominant,1411735
colorful-flowers,5,3.651538,r,8,True,bunt,1858237
boy,5,3.016741,b,2,True,ausgeglichen,1967649
sunflower,2,2.638983,g,64,True,dominant,1524907
parrot-1,4,4.644514,r,2,True,dominant,1476590
chameleon,5,3.282556,b,2,False,dominant,1770933
landscape-mountains-1,4,3.861989,b,16,True,bunt,1782109
parrot-1,2,3.003353,r,8,True,dominant,1378776
buildings-1,1,1.872988,g,32,False,bunt,1540870
protrait-man,3,8.967585,b,2,False,ausgeglichen,1098420
chameleon,1,1.645936,g,64,True,dominant,1517897
buildings-1,1,2.108275,r,64,True,bunt,1462046
women-portrait-blue,1,1.079554,g,64,False,dominant,1395146
protrait-man,1,0.88579,g,16,False,ausgeglichen,1021255
landscape-mountains-1,2,2.443613,r,8,False,bunt,1825728
chameleon,5,2.016555,r,32,False,dominant,1549741
parrot-1,4,1.57755,r,32,True,dominant,1283118
boy,1,1.525339,r,64,True,ausgeglichen,1665296
landscape-mountains-1,3,5.727163,b,2,True,bunt,1966749
protrait-man,1,1.17575,g,64,False,ausgeglichen,954435
women-portrait,4,4.425442,r,8,True,dominant,1548721
parrot-1,3,1.973102,b,64,False,dominant,1245966
women-portrait-blue,4,18.973702,r,2,False,dominant,1596626
women-portrait-blue,4,4.377711,b,16,True,dominant,1470592
women-portrait,1,1.633769,g,32,False,dominant,1478226
buildings-1,4,2.482828,b,2,True,bunt,1732860
boy,2,1.817572,b,64,True,ausgeglichen,1667838
parrot-1,1,1.612369,g,32,False,dominant,1316312
parrot-1,4,2.540996,b,32,False,dominant,1279196
buildings-1,5,2.630867,r,16,True,bunt,1554914
buildings-1,4,1.824828,r,32,True,bunt,1501470
buildings-1,4,6.121594,r,2,True,bunt,1730820
parrot-1,4,2.289733,g,8,False,dominant,1409332
landscape-mountains-1,4,0.96636,g,8,True,bunt,1867469
sunflower,5,1.402793,r,16,True,dominant,1620613
landscape-mountains-1,2,3.065365,b,64,True,bunt,1666004
boy,4,2.138762,r,32,True,ausgeglichen,1724988
landscape-mountains-1,4,4.25392,g,2,True,bunt,1974709
parrot-1,5,1.589689,r,16,True,dominant,1328697
women-portrait-blue,3,2.067951,r,32,False,dominant,1376305
chameleon,5,7.966086,g,8,True,dominant,1674493
boy,4,4.072698,r,2,True,ausgeglichen,1970444
boy,1,1.341387,g,64,False,ausgeglichen,1697505
landscape-mountains-1,4,1.744367,r,2,False,bunt,1959463
sunflower,5,1.210359,b,32,False,dominant,1519261
women-portrait,4,7.474491,r,2,True,dominant,1668639
landscape-mountains-1,2,1.688631,g,32,True,bunt,1743767
women-portrait,1,1.02288,b,64,False,dominant,1405429
protrait-man,1,0.735989,r,64,False,ausgeglichen,929575
chameleon,4,1.833017,b,32,False,dominant,1526202
women-portrait,2,3.364748,r,32,True,dominant,1432515
sunflower,5,1.475149,b,16,False,dominant,1577758
buildings-1,4,5.317299,b,8,True,bunt,1620062
sunflower,5,1.119047,g,2,True,dominant,1799423
boy,4,2.955656,b,8,True,ausgeglichen,1846232
sunflower,5,0.916818,r,32,True,dominant,1563355
women-portrait-blue,5,1.575613,b,2,True,dominant,1622899
sunflower,5,0.744946,g,32,True,dominant,1575103
colorful-flowers,3,3.349655,r,64,True,bunt,1687900
protrait-man,3,5.4926,g,2,False,ausgeglichen,1120786
colorful-flowers,3,5.335163,b,64,True,bunt,1607054
landscape-mountains-1,2,1.265022,g,64,True,bunt,1693941
boy,3,4.044393,r,8,True,ausgeglichen,1854167
protrait-man,2,4.389885,r,16,False,ausgeglichen,995100
landscape-mountains-1,5,3.356146,b,8,True,bunt,1848711
protrait-man,1,1.460658,r,32,False,ausgeglichen,955805
buildings-1,5,1.851646,g,8,False,bunt,1639884
colorful-flowers,2,4.698644,g,32,True,bunt,1745745
women-portrait,3,1.701917,g,2,False,dominant,1686824
landscape-mountains-1,5,3.016897,r,16,False,bunt,1760551
landscape-mountains-1,2,3.351261,g,16,True,bunt,1802081
women-portrait,1,1.071472,g,64,False,dominant,1434450
colorful-flowers,2,2.265174,g,16,True,bunt,1806067
women-portrait-blue,2,1.272337,r,64,False,dominant,1334286
buildings-1,4,4.266576,b,16,True,bunt,1568876
boy,2,1.225504,g,32,False,ausgeglichen,1755699
boy,5,2.222155,b,32,True,ausgeglichen,1724880
parrot-1,4,2.992648,g,2,False,dominant,1487599
chameleon,4,2.842333,b,16,False,dominant,1577943
sunflower,5,2.43882,b,64,False,dominant,1481298
women-portrait-blue,3,2.561171,g,16,False,dominant,1494707
sunflower,3,3.173542,r,64,True,dominant,1521414
parrot-1,2,1.204391,r,64,True,dominant,1248183
women-portrait,5,5.991253,g,8,False,dominant,1593928
landscape-mountains-1,3,1.894199,r,64,False,bunt,1645847
boy,5,1.792485,g,2,False,ausgeglichen,1986269
boy,5,1.137675,r,16,True,ausgeglichen,1792184
sunflower,5,1.744293,b,8,False,dominant,1642842
parrot-1,4,1.581377,b,8,False,dominant,1376723
protrait-man,1,1.273346,g,32,False,ausgeglichen,988913
protrait-man,5,3.117356,r,8,False,ausgeglichen,1027811
buildings-1,1,1.399111,g,64,False,bunt,1504452
sunflower,5,1.527701,g,16,True,dominant,1630932
women-portrait,5,2.891328,b,32,False,dominant,1451947
chameleon,5,1.000451,g,16,True,dominant,1620124
colorful-flowers,4,2.261302,r,2,True,bunt,1976069
chameleon,3,2.310763,b,8,False,dominant,1636571
chameleon,3,2.061277,r,64,False,dominant,1501954
colorful-flowers,2,13.578937,b,32,True,bunt,1650075
parrot-1,3,10.000855,b,16,False,dominant,1326265
colorful-flowers,4,2.92764,b,8,True,bunt,1773313
sunflower,5,1.546119,g,8,True,dominant,1692156
boy,5,1.597863,g,8,False,ausgeglichen,1885348
colorful-flowers,4,1.972269,b,2,True,bunt,1948480
women-portrait-blue,5,0.866912,b,8,True,dominant,1517539
protrait-man,3,3.178155,g,8,False,ausgeglichen,1057146
colorful-flowers,2,1.953882,r,16,True,bunt,1798205
women-portrait-blue,5,2.778535,g,2,False,dominant,1623040
women-portrait,5,2.542081,b,2,False,dominant,1673259
boy,5,1.180507,b,16,True,ausgeglichen,1788808
colorful-flowers,4,1.853541,g,2,True,bunt,1979529
women-portrait,3,1.519629,b,8,False,dominant,1566554
chameleon,3,5.384552,g,32,True,dominant,1563034
protrait-man,2,1.327054,b,64,False,ausgeglichen,917447
women-portrait-blue,5,2.051754,r,8,False,dominant,1481163
buildings-1,5,1.897631,g,2,False,bunt,1742597
chameleon,4,2.938402,r,16,False,dominant,1602827
buildings-1,5,2.349546,g,16,False,bunt,1586216
women-portrait-blue,3,2.356429,b,64,True,dominant,1379057
sunflower,5,1.510516,r,2,True,dominant,1794731
women-portrait-blue,5,2.80622,g,8,False,dominant,1533223
buildings-1,2,1.813629,b,32,True,bunt,1512992
colorful-flowers,1,1.177417,g,64,True,bunt,1698274
women-portrait,4,2.261188,r,16,True,dominant,1489510
colorful-flowers,2,1.986875,r,32,True,bunt,1737132
chameleon,5,26.247889,r,8,False,dominant,1656610
parrot-1,4,2.889597,b,2,False,dominant,1474967
parrot-1,1,1.791905,g,64,False,dominant,1286005
landscape-mountains-1,2,2.645479,b,32,True,bunt,1719559
boy,4,3.326658,g,16,False,ausgeglichen,1826677
protrait-man,2,1.289844,b,32,False,ausgeglichen,947520
colorful-flowers,3,3.287182,g,8,True,bunt,1865947
protrait-man,4,5.042917,b,8,False,ausgeglichen,1019660
women-portrait-blue,2,2.018899,g,32,False,dominant,1430156
colorful-flowers,2,3.190856,b,16,True,bunt,1701535
women-portrait,2,2.124811,g,16,False,dominant,1536851
sunflower,4,4.160895,b,2,False,dominant,1782336
chameleon,2,2.904897,r,2,False,dominant,1774469
women-portrait,5,3.091641,b,16,False,dominant,1512537
protrait-man,5,1.383616,r,2,False,ausgeglichen,1102650
women-portrait-blue,5,3.243054,r,16,False,dominant,1430798
landscape-mountains-1,5,2.104764,r,32,False,bunt,1697798
women-portrait,1,1.189383,r,64,True,dominant,1388210
women-portrait,1,2.506511,b,64,False,dominant,1405429
women-portrait-blue,5,1.669775,g,2,False,dominant,1623040
protrait-man,2,3.815938,b,8,False,ausgeglichen,1019660
chameleon,5,1.727661,b,32,False,dominant,1526202
chameleon,5,2.050237,b,64,False,dominant,1484135
boy,1,1.277651,r,64,True,ausgeglichen,1665296
women-portrait-blue,1,1.450651,r,64,False,dominant,1334286
women-portrait-blue,5,1.456369,g,8,False,dominant,1533223
buildings-1,4,4.10709,b,64,True,bunt,1464487
boy,2,1.714227,b,32,True,ausgeglichen,1724880
women-portrait,2,1.934811,b,32,False,dominant,1451947
women-portrait,2,1.285633,b,8,False,dominant,1566554
parrot-1,1,0.89737,g,64,False,dominant,1286005
parrot-1,3,2.057157,r,8,True,dominant,1378776
women-portrait-blue,5,1.562235,r,16,False,dominant,1430798
women-portrait-blue,2,1.285484,g,32,False,dominant,1430156
women-portrait,3,1.585427,g,2,False,dominant,1686824
women-portrait,3,2.11154,r,2,True,dominant,1668639
boy,2,1.236449,b,64,True,ausgeglichen,1667838
parrot-1,2,2.676299,b,32,False,dominant,1279196
landscape-mountains-1,4,5.567727,b,32,True,bunt,1719559
colorful-flowers,2,1.400112,r,8,True,bunt,1858237
buildings-1,2,1.290707,b,16,True,bunt,1568876
boy,4,2.700481,b,2,True,ausgeglichen,1967649
women-portrait-blue,5,1.649516,r,8,False,dominant,1481163
colorful-flowers,4,1.64589,r,32,True,bunt,1737132
boy,4,1.391876,b,8,True,ausgeglichen,1846232
parrot-1,2,4.756423,g,16,False,dominant,1361433
protrait-man,1,1.900075,b,32,False,ausgeglichen,947520
boy,1,0.857142,g,64,False,ausgeglichen,1697505
protrait-man,4,3.488759,r,8,False,ausgeglichen,1027811
boy,3,3.773552,r,2,True,ausgeglichen,1970444
parrot-1,2,2.104588,r,2,True,dominant,1476590
chameleon,5,2.779781,b,8,False,dominant,1636571
buildings-1,2,1.683722,r,64,True,bunt,1462046
women-portrait-blue,2,1.483168,r,32,False,dominant,1376305
women-portrait-blue,3,1.115447,b,32,True,dominant,1411735
buildings-1,1,1.328142,g,64,False,bunt,1504452
sunflower,4,2.169582,b,8,False,dominant,1642842
protrait-man,3,1.677685,b,2,False,ausgeglichen,1098420
women-portrait,3,1.152408,g,16,False,dominant,1536851
sunflower,5,1.878299,b,32,False,dominant,1519261
women-portrait,3,1.865425,r,16,True,dominant,1489510
chameleon,5,1.607983,r,16,False,dominant,1602827
landscape-mountains-1,1,1.325865,g,64,True,bunt,1693941
women-portrait,2,1.380762,g,8,False,dominant,1593928
chameleon,5,1.05031,b,2,False,dominant,1770933
women-portrait,4,1.913661,b,16,False,dominant,1512537
landscape-mountains-1,5,2.082416,b,8,True,bunt,1848711
buildings-1,2,1.580426,r,32,True,bunt,1501470
women-portrait-blue,5,1.280961,b,16,True,dominant,1470592
buildings-1,2,1.148497,g,8,False,bunt,1639884
colorful-flowers,2,1.156057,r,2,True,bunt,1976069
